timestamp,category,search,brand,model,size,opportunity_score,title,listing_price,total_buy_est,resale_low,resale_high,margin_low,margin_high,roi_low,reason,url,item_id
2026-09-01T21:01:14,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,3,Pokémon Feu Distorsion GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9495703856-pokemon-feu-distorsion-gba-fr,9495703856
2026-09-01T21:01:54,ELECTRONIQUE,ELECTRONIQUE - TI-84 Plus CE / TI-84 Plus CE,Texas Instruments,TI-84 Plus CE,?,3,Calculatrice Texas instruments TI-84 plus CE-T noir | Vinted,39.4,46.57,90.0,120.0,43.43,73.43,93.3,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9827998105-calculatrice-texas-instruments-ti-84-plus-ce-t-noir,9827998105
2026-09-01T21:02:06,ELECTRONIQUE,ELECTRONIQUE - TI-Nspire CX II / TI-Nspire CX II,Texas Instruments,TI-Nspire CX II,?,3,Calculatrice Texas Instruments TI-nspire CX II-T | Vinted,52.0,59.8,120.0,160.0,60.2,100.2,100.7,prix a environ 43% de la reference prudente,https://www.vinted.be/items/9828982558-calculatrice-texas-instruments-ti-nspire-cx-ii-t,9828982558
2026-09-01T21:11:14,JEU_SWITCH,BASE - Luigi’s Mansion 3 Nintendo Switch | Vinted / Profil appris : Luigi’s Mansion 3 Nintendo Switch | Vinted,,Luigi’s Mansion 3 Nintendo Switch | Vinted,S,7,eeg origineel Nintendo Switch doosje – Luigi's Mansion 3 | Vinted,7.0,12.55,30.0,34.52,17.45,21.97,139.0,prix a environ 23% de la reference prudente,https://www.vinted.be/items/9430589965-eeg-origineel-nintendo-switch-doosje-luigis-mansion-3,9430589965
2026-09-01T21:13:01,JEU_PS5,BASE - spider man 2 playstation 5 / Profil appris : spider man 2 playstation 5,,spider man 2 playstation 5,?,5,🕹 Spider-Man 2 PlayStation 2 #bw0108 | Vinted,14.9,20.84,38.0,45.0,17.16,24.16,82.3,prix a environ 39% de la reference prudente,https://www.vinted.be/items/9745385272-spider-man-2-playstation-2-bw0108,9745385272
2026-09-01T21:14:17,CONSOLE,CONSOLE - Nintendo Switch V2 / Nintendo Switch V2,Nintendo,Switch V2,L,4,Nintendo Switch V2 – Console Seule | Vinted,69.95,78.65,150.0,180.0,71.35,101.35,90.7,prix a environ 47% de la reference prudente,https://www.vinted.be/items/9819266770-nintendo-switch-v2-console-seule,9819266770
2026-09-01T21:21:46,JEU_SWITCH,BASE - Zelda skyward sword hd | Vinted / Profil appris : Zelda skyward sword hd | Vinted,,Zelda skyward sword hd | Vinted,?,6,Zelda Skyward sword édition limitée (boite et notices uniquement) | Vinted,9.9,15.6,35.0,66.75,19.41,51.16,124.4,prix a environ 28% de la reference prudente,https://www.vinted.be/items/7560413022-zelda-skyward-sword-edition-limitee-boite-et-notices-uniquement,7560413022
2026-09-01T21:23:59,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Chrome GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9854033163-pokemon-chrome-gba-fr,9854033163
2026-09-01T21:24:05,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Advanced Kanto GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9853916547-pokemon-advanced-kanto-gba-fr,9853916547
2026-09-01T21:31:21,JEU_SWITCH,FILTRE - New Super Mario Bros U Deluxe / mario brosu deluxe / New Super Mario Bros U Deluxe,Nintendo,New Super Mario Bros U Deluxe,?,9,🇪🇦Carátula New Super Mario Bros. U Deluxe Switch | Vinted,8.99,14.64,30.0,35.0,15.36,20.36,104.9,EXCELLENT PRIX; prix a environ 30% de la reference prudente,https://www.vinted.be/items/9332112171-caratula-new-super-mario-bros-u-deluxe-switch,9332112171
